Ano,Disciplina,Bimestre,Conteúdo/Tema,Habilidades/Objetivos
Não especificado,Matemática,3º Bimestre,AP3 + AB3,AP3 + AB3
Não especificado,Matemática,4º Bimestre,"Capítulo 6 - Frações e porcentagens
(Foco em: equivalência em todo e qualquer contexto)
Páginas 196 a 215



Capítulo 8 – Grandezas geométricas: comprimento, perímetro e área
Páginas 260 a 268","Compreender, comparar e ordenar frações associadas às ideias de partes de inteiros e resultado de divisão, identificando frações equivalentes.

Reconhecer que os números racionais positivos podem ser expressos nas formas fracionária e decimal, estabelecer relações entre essas representações, passando de uma representação para outra, e relacioná-los a pontos na reta numérica.

Resolver problemas que envolvam o cálculo da fração de uma quantidade e cujo resultado seja um número natural.

Resolver problemas que envolvam adição ou subtração com números racionais positivos na representação fracionária.

Fazer estimativas de quantidades e aproximar números para múltiplos da potência de 10 mais próxima.

Resolver problemas que envolvam porcentagens, com base na ideia de proporcionalidade, sem fazer uso da “regra de três”, utilizando estratégias pessoais e cálculo mental, em contextos de educação financeira, entre outros.

Resolver problemas que envolvam a partilha de uma quantidade em duas partes desiguais, envolvendo relações aditivas e multiplicativas, bem como a razão entre as partes e entre uma das partes e o todo.

Resolver problemas que envolvam a grandeza de comprimento

EF06MA07, EF06MA08, EF06MA09, EF06MA10, EF06MA12, EF06MA13, EF06MA15 E EF06MA24"
Não especificado,Matemática,4º Bimestre,"Capítulo 7 – Decimais
Páginas 224 a 251

Capítulo 8 – Grandezas geométricas: comprimento, perímetro e área
Páginas 269 a 284","Compreender, comparar e ordenar frações associadas às ideias de partes de inteiros e resultado de divisão, identificando frações equivalentes.

Reconhecer que os números racionais positivos podem ser expressos nas formas fracionária e decimal, estabelecer relações entre essas representações, passando de uma representação para outra, e relacioná-los a pontos na reta numérica.

Resolver problemas que envolvam o cálculo da fração de uma quantidade e cujo resultado seja um número natural.

Resolver problemas que envolvam adição ou subtração com números racionais positivos na representação fracionária.

Fazer estimativas de quantidades e aproximar números para múltiplos da potência de 10 mais próxima.

Resolver problemas que envolvam porcentagens, com base na ideia de proporcionalidade, sem fazer uso da “regra de três”, utilizando estratégias pessoais e cálculo mental, em contextos de educação financeira, entre outros.

Resolver problemas com números racionais positivos na representação decimal, envolvendo as quatro operações fundamentais e a potenciação, por meio de estratégias diversas, utilizando estimativas e arredondamentos para verificar a razoabilidade de respostas.

Resolver problemas que envolvam as grandezas comprimento e área.

EF06MA07, EF06MA08, EF06MA09, EF06MA10, EF06MA11, EF06MA12, EF06MA13, EF06MA15 e EF06MA24"
Não especificado,Matemática,4º Bimestre,AP4 + AB4,AP4 + AB4
Não especificado,Matemática,1º Bimestre,"Capítulo 1: Números inteiros e sequências 


Páginas 15 a 26","Comparar e ordenar números inteiros.
Associar números a reta numerada.   
Aplicar os conceitos de módulo ou valor absoluto de números inteiros.
Aplicar o conceito de oposto ou simétrico de números inteiros. 
Operar com números inteiros: Adição e Subtração. 
Resolver problemas que envolvam operações com números inteiros.
Resolver problemas envolvendo números inteiros com fatos do cotidiano: fuso horário, contextos históricos, altitude, temperatura e valor monetário.

     EF07MA03, EF07MA04 e EF07MA29"
Não especificado,Matemática,1º Bimestre,"Capítulo 1: Números inteiros e sequências 
Adição e Subtração de números inteiros

Páginas 15 a 33

Capítulo 3: 
Adição e Subtração de Números Racionais
Página 92","Comparar e ordenar números racionais.
Associar números racionais a reta numerada. 
Aplicar os conceitos de módulo ou valor absoluto de números racionais.
Aplicar o conceito de oposto ou simétrico de números racionais. 
Operar com números racionais: Adição e Subtração.
Resolver problemas que envolvam operações com números racionais.

     EF07MA01, EF07MA03, EF07MA04, EF07MA08, EF07MA09, EF07MA10, EF07MA12 e EF07MA29."
Não especificado,Matemática,1º Bimestre,AP1 + AB1,AP1 + AB1
Não especificado,Matemática,2º Bimestre,"Capítulo 1: Números inteiros e sequências 
Adição, Subtração, Multiplicação, Divisão e Potenciação de números inteiros
Expressões numéricas

Páginas 15 a 33

Capítulo 3:
Expressões numéricas (adição e subtração: inteiros, decimais e fracionários)

Página 92.","Comparar e ordenar números racionais.
Associar números racionais a reta numerada. 
Aplicar os conceitos de módulo ou valor absoluto de números racionais.
Aplicar o conceito de oposto ou simétrico de números racionais. 
Operar com números racionais.
Resolver expressões numéricas com números racionais envolvendo as operações adição e subtração.
Resolver problemas que envolvam operações com números racionais.

EF07MA01, EF07MA03, EF07MA04, EF07MA08, EF07MA09, EF07MA10, EF07MA11, EF07MA12 e EF07MA29."
Não especificado,Matemática,2º Bimestre,"Capítulo 1: Números inteiros e sequências 
Adição, Subtração, Multiplicação, Divisão e Potenciação de números inteiros
Expressões numéricas

Páginas 15 a 42

Capítulo 3:
Expressões numéricas e Potenciação (inteiros, decimais e fracionários)

Páginas 92 a 97.","Comparar e ordenar números racionais.
Associar números racionais a reta numerada. 
Operar com números racionais.
Resolver expressões numéricas com números racionais. 
Resolver problemas que envolvam operações com números racionais. 

EF07MA01, EF07MA03, EF07MA04, EF07MA08, EF07MA09, EF07MA10, EF07MA11, EF07MA12 e EF07MA29."
Não especificado,Matemática,2º Bimestre,AP2 + AB2,AP2 + AB2
Não especificado,Matemática,3º Bimestre,"Capítulo 2: Revendo e aprofundando múltiplos, divisores e frações.
(Priorizar frações)

Páginas 52 a 72

Capítulo 5: Geometria
 
Páginas 150 a 160","Decompor um número composto em fatores primos.
Calcular Máximo Divisor Comum (MDC) e mínimo Múltiplo Comum (MMC).
Resolver problemas que envolvam o cálculo de MMC e MDC.
Identificar frações equivalentes.
Operar com frações: Adição e Subtração.
Simplificar frações.
Resolver problemas que envolvam frações e uso de múltiplos e divisores.

     EF07MA01, EF07MA05, EF07MA06, EF07MA08, EF07MA09, EF07MA10, EF07MA11 e EF07MA12,

Identificar, medir, construir e classificar ângulos com régua e transferidor. 

     EF07MA22, EF07MA23 e EF07MA24."
Não especificado,Matemática,3º Bimestre,"Capítulo 4: Expressões algébricas, equações e inequações de 1º grau.
(Priorizar de 104 a 135)

Páginas 104 a 149.

Capítulo 5: Geometria
 
Páginas 164 a 166.
Páginas 182 a 190.","Identificar a regra de formação de uma expressão algébrica a partir da linguagem usual. 
Simplificar expressões algébricas
Determinar valor numérico de uma expressão algébrica
Analisar regularidades em sequências e determinar a sua fórmula. 
Calcular termos de uma sequência numérica
Identificar equações a partir da linguagem usual.
Resolver equações. 

     EF07MA13, EF07MA14, EF07MA15, EF07MA16 e EF07MA18.

Classificar ângulos com transferidor. 
Identificar ângulos congruentes, adjacentes, complementares, suplementares, opostos pelo vértice e formados por retas paralelas cortadas por uma reta transversal. 

     EF07MA23, EF07MA24, EF07MA25, EF07MA26, EF07MA27 e EF07MA28."
Não especificado,Matemática,3º Bimestre,AP3 + AB3,AP3 + AB3
Não especificado,Matemática,4º Bimestre,"Capítulo 7: Proporcionalidade
Proporcionalidade e razão, porcentagem, Ideia de proporção, Propriedade Fundamental das Proporções, Proporcionalidade entre grandezas.
Páginas 226 a 236

Capítulo 10: Perímetro, Área e Volume.
Perímetro de polígonos, equivalência de perímetros e Comprimento de uma Circunferência.
Páginas 306 a 311","Identificar razões e proporcionalidades.
Representar razões de diferentes formas: fração, porcentagem e decimal.
Ampliar e reduzir figuras a partir de uma escala.
Resolver problemas que envolvam proporcionalidade por meio da Propriedade Fundamental das Proporções ou coeficiente de proporcionalidade. 
Identificar grandezas diretamente proporcionais, inversamente proporcionais e não proporcionais.

     EF07MA02, EF07MA17

Calcular perímetro de figuras planas.
Calcular o comprimento de uma circunferência.
Resolver problemas que envolvem perímetro de figuras planas. 

     EF07MA29, EF07MA32 e EF07MA33."
Não especificado,Matemática,4º Bimestre,"Capítulo 7: Proporcionalidade
Proporcionalidade e razão, porcentagem, Ideia de proporção, Propriedade Fundamental das Proporções, Proporcionalidade entre grandezas, Regra de Três Simples.
Páginas 226 a 243.

Capítulo 10: Perímetro, Área e Volume.
Perímetro de polígonos, Comprimento de circunferência, Área de quadriláteros e triângulos, Áreas que podem ser decompostas em figuras mais simples, Volume de paralelepípedo.
Páginas 306 a 324.","Ampliar e reduzir figuras a partir de uma escala.
Resolver problemas que envolvam proporcionalidade por meio de Propriedade Fundamental das Proporções, Regra de Três Simples ou coeficiente de proporcionalidade. 
Identificar grandezas diretamente proporcionais, inversamente proporcionais e não proporcionais.

     EF07MA02, EF07MA17

Calcular área e perímetro de figuras planas.
Calcular o comprimento de uma circunferência.
Calcular volume de bloco retangular.
Resolver problemas que envolvem área e perímetro de figuras planas.
Resolver problemas que envolvam o cálculo de volume.

     EF07MA29, EF07MA30, EF07MA31, EF07MA32 e EF07MA33."
Não especificado,Matemática,4º Bimestre,AP4 + AB4,AP4 + AB4
